Unload Time: 0, Trucker: Sandy 'Trucker Trailblazer' Price, Company: Patriot Road Warriors, ID Num: C0, Price of Crate: 198, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 410, Trucker: Jessica 'Hauling Hero' Clark, Company: Windy City Carriers, ID Num: C0, Price of Crate: 190, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 420, Trucker: Vanessa 'Rolling Thunder' Wright, Company: American Freightways, ID Num: C2, Price of Crate: 159, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 420, Trucker: Carla 'Hauling Heroine' Sanchez, Company: Speedy Freight Express, ID Num: C3, Price of Crate: 252, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 420, Trucker: Rachel 'Rapid Relay' Mitchell, Company: American Freightways, ID Num: C3, Price of Crate: 498, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 420, Trucker: Michael 'Road Rescuer' Murphy, Company: Eagle Transport Services, ID Num: C2, Price of Crate: 499, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 420, Trucker: Jessica 'Hauling Hero' Clark, Company: Trucker's Choice Transport, ID Num: C1, Price of Crate: 181, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 430, Trucker: Jim 'Big Load' Foster, Company: Trucker's Choice Transport, ID Num: C3, Price of Crate: 445, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 430, Trucker: Vanessa 'Rolling Thunder' Wright, Company: American Freightways, ID Num: C1, Price of Crate: 473, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 430, Trucker: Carla 'Hauling Heroine' Sanchez, Company: Speedy Freight Express, ID Num: C2, Price of Crate: 164, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 430, Trucker: Paul 'Transport Titan' Turner, Company: Yellow Ribbon Logistics, ID Num: C2, Price of Crate: 109, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 430, Trucker: Rachel 'Rapid Relay' Mitchell, Company: American Freightways, ID Num: C2, Price of Crate: 61, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 430, Trucker: Michael 'Road Rescuer' Murphy, Company: Eagle Transport Services, ID Num: C1, Price of Crate: 285, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 430, Trucker: Jessica 'Hauling Hero' Clark, Company: Trucker's Choice Transport, ID Num: C0, Price of Crate: 282, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 440, Trucker: Jim 'Big Load' Foster, Company: Trucker's Choice Transport, ID Num: C2, Price of Crate: 179, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 440, Trucker: Vanessa 'Rolling Thunder' Wright, Company: American Freightways, ID Num: C0, Price of Crate: 495, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 440, Trucker: Carla 'Hauling Heroine' Sanchez, Company: Speedy Freight Express, ID Num: C1, Price of Crate: 412, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 440, Trucker: Paul 'Transport Titan' Turner, Company: Yellow Ribbon Logistics, ID Num: C1, Price of Crate: 450, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 440, Trucker: Rachel 'Rapid Relay' Mitchell, Company: American Freightways, ID Num: C1, Price of Crate: 171, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 440, Trucker: Michael 'Road Rescuer' Murphy, Company: Eagle Transport Services, ID Num: C0, Price of Crate: 426, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 440, Trucker: Mark 'Gritty Gearshift' Mitchell, Company: Eagle Transport Services, ID Num: C2, Price of Crate: 406, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 440, Trucker: Patrick 'Road Rambler' Stewart, Company: Sunrise Hauling Co., ID Num: C1, Price of Crate: 409, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 440, Trucker: Amanda 'Storm Chaser' White, Company: Blue Horizon Transports, ID Num: C3, Price of Crate: 162, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 450, Trucker: Jim 'Big Load' Foster, Company: Trucker's Choice Transport, ID Num: C1, Price of Crate: 301, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 450, Trucker: Carla 'Hauling Heroine' Sanchez, Company: Speedy Freight Express, ID Num: C0, Price of Crate: 468, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 450, Trucker: Paul 'Transport Titan' Turner, Company: Yellow Ribbon Logistics, ID Num: C0, Price of Crate: 83, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 450, Trucker: Rachel 'Rapid Relay' Mitchell, Company: American Freightways, ID Num: C0, Price of Crate: 487, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 450, Trucker: Frank 'Big Load' Williams, Company: Blue Horizon Transports, ID Num: C0, Price of Crate: 266, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 450, Trucker: Mark 'Gritty Gearshift' Mitchell, Company: Eagle Transport Services, ID Num: C1, Price of Crate: 395, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 450, Trucker: Patrick 'Road Rambler' Stewart, Company: Sunrise Hauling Co., ID Num: C0, Price of Crate: 91, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 450, Trucker: Amanda 'Storm Chaser' White, Company: Blue Horizon Transports, ID Num: C2, Price of Crate: 432, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 460, Trucker: Jim 'Big Load' Foster, Company: Trucker's Choice Transport, ID Num: C0, Price of Crate: 482, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 460, Trucker: Scott 'Freeway Fury' Phillips, Company: Blue Horizon Transports, ID Num: C3, Price of Crate: 382, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 460, Trucker: Mark 'Gritty Gearshift' Mitchell, Company: Eagle Transport Services, ID Num: C0, Price of Crate: 333, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 460, Trucker: Amanda 'Storm Chaser' White, Company: Blue Horizon Transports, ID Num: C1, Price of Crate: 255, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 470, Trucker: Scott 'Freeway Fury' Phillips, Company: Blue Horizon Transports, ID Num: C2, Price of Crate: 108, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 470, Trucker: Ron 'Freeway Firebrand' Bennett, Company: Redwood Trucking Group, ID Num: C4, Price of Crate: 375, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 470, Trucker: Carlos 'Cargo Commander' Foster, Company: Freedom Truck Lines, ID Num: C2, Price of Crate: 372, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 470, Trucker: Amanda 'Storm Chaser' White, Company: Blue Horizon Transports, ID Num: C0, Price of Crate: 235, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 480, Trucker: Tara 'Truckin' Trailblazer' Reed, Company: Windy City Carriers, ID Num: C1, Price of Crate: 214, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 480, Trucker: Scott 'Freeway Fury' Phillips, Company: Blue Horizon Transports, ID Num: C1, Price of Crate: 384, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 480, Trucker: Ron 'Freeway Firebrand' Bennett, Company: Redwood Trucking Group, ID Num: C3, Price of Crate: 259, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 480, Trucker: Carlos 'Cargo Commander' Foster, Company: Freedom Truck Lines, ID Num: C1, Price of Crate: 52, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 480, Trucker: Wendy 'High Beam' Turner, Company: Swift Roadways Ltd., ID Num: C4, Price of Crate: 207, Scenario: A crate was unloaded, but the truck still has more crates to unload.

Total number of trucks: 118

Trucks that were not unloaded before closing:
Tara 'Truckin' Trailblazer' Reed's truck.
Scott 'Freeway Fury' Phillips's truck.
Ron 'Freeway Firebrand' Bennett's truck.
Carlos 'Cargo Commander' Foster's truck.
Wendy 'High Beam' Turner's truck.
Chris 'Thunderstruck' Martin's truck.
Angela 'Road Rebel' Adams's truck.
Michelle 'Miles Away' Anderson's truck.

Cost for operating each dock: 
Dock 1: $3800
Dock 2: $3700
Dock 3: $3900
Dock 4: $3800
Dock 5: $3700
Dock 6: $3300
Dock 7: $3400
Dock 8: $3100
Dock 9: $3000
Dock 10: $3300

Revenue for each dock: 
Dock 1: $9706
Dock 2: $10581
Dock 3: $9944
Dock 4: $10970
Dock 5: $9722
Dock 6: $9233
Dock 7: $10079
Dock 8: $9005
Dock 9: $9745
Dock 10: $9202

Number of crates unloaded: 350

Total value of crates unloaded: $99076

Average value of the crates: $283

Total time in use: 
Dock 1: 500
Dock 2: 500
Dock 3: 490
Dock 4: 500
Dock 5: 490
Dock 6: 450
Dock 7: 470
Dock 8: 440
Dock 9: 400
Dock 10: 440

Total time not in use: 
Dock 1: 0
Dock 2: 0
Dock 3: 10
Dock 4: 0
Dock 5: 10
Dock 6: 50
Dock 7: 30
Dock 8: 60
Dock 9: 100
Dock 10: 60
